TransactionID,AccountID,IsAnomaly,AnomalyLabel
TX001843,AC00337,1,Normal
TX001844,AC00265,1,Normal
TX001845,AC00356,1,Normal
TX001846,AC00305,1,Normal
TX001847,AC00300,1,Normal
TX001848,AC00301,1,Normal
TX001849,AC00154,1,Normal
TX001850,AC00201,1,Normal
TX001851,AC00004,1,Normal
TX001852,AC00237,1,Normal
TX001853,AC00304,1,Normal
TX001854,AC00086,1,Normal
TX001855,AC00483,1,Normal
TX001856,AC00288,1,Normal
TX001857,AC00134,1,Normal
TX001858,AC00130,1,Normal
TX001859,AC00393,1,Normal
TX001860,AC00029,1,Normal
TX001861,AC00228,1,Normal
TX001862,AC00131,1,Normal
TX001863,AC00233,1,Normal
TX001864,AC00017,1,Normal
TX001865,AC00071,1,Normal
TX001866,AC00128,1,Normal
TX001867,AC00073,1,Normal
TX001868,AC00353,1,Normal
TX001869,AC00209,1,Normal
TX001870,AC00396,1,Normal
TX001871,AC00439,1,Normal
TX001872,AC00063,1,Normal
TX001873,AC00203,1,Normal
TX001874,AC00394,1,Normal
TX001875,AC00258,1,Normal
TX001876,AC00144,1,Normal
TX001877,AC00169,1,Normal
TX001878,AC00285,1,Normal
TX001879,AC00047,1,Normal
TX001880,AC00460,1,Normal
TX001881,AC00073,1,Normal
TX001882,AC00253,1,Normal
TX001883,AC00320,1,Normal
TX001884,AC00462,1,Normal
TX001885,AC00071,1,Normal
TX001886,AC00363,1,Normal
TX001887,AC00448,1,Normal
TX001888,AC00206,1,Normal
TX001889,AC00181,1,Normal
TX001890,AC00213,1,Normal
TX001891,AC00470,1,Normal
TX001892,AC00451,1,Normal
TX001893,AC00192,1,Normal
TX001894,AC00378,1,Normal
TX001895,AC00143,1,Normal
TX001896,AC00499,1,Normal
TX001897,AC00168,1,Normal
TX001898,AC00085,1,Normal
TX001899,AC00144,1,Normal
TX001900,AC00185,1,Normal
TX001901,AC00338,1,Normal
TX001902,AC00384,1,Normal
TX001903,AC00336,1,Normal
TX001904,AC00003,1,Normal
TX001905,AC00378,1,Normal
TX001906,AC00217,1,Normal
TX001907,AC00280,1,Normal
TX001908,AC00184,1,Normal
TX001909,AC00456,1,Normal
TX001910,AC00151,1,Normal
TX001911,AC00366,1,Normal
TX001912,AC00383,1,Normal
TX001913,AC00076,1,Normal
TX001914,AC00290,1,Normal
TX001915,AC00347,1,Normal
TX001916,AC00034,1,Normal
TX001917,AC00373,1,Normal
TX001918,AC00382,1,Normal
TX001919,AC00463,1,Normal
TX001920,AC00030,1,Normal
TX001921,AC00431,1,Normal
TX001922,AC00243,1,Normal
TX001923,AC00499,1,Normal
TX001924,AC00065,1,Normal
TX001925,AC00492,1,Normal
TX001926,AC00062,1,Normal
TX001927,AC00026,1,Normal
TX001928,AC00201,1,Normal
TX001929,AC00377,1,Normal
TX001930,AC00269,1,Normal
TX001931,AC00239,1,Normal
TX001932,AC00070,1,Normal
TX001933,AC00284,1,Normal
TX001934,AC00337,1,Normal
TX001935,AC00051,1,Normal
TX001936,AC00328,1,Normal
TX001937,AC00064,1,Normal
TX001938,AC00231,1,Normal
TX001939,AC00362,1,Normal
TX001940,AC00363,1,Normal
TX001941,AC00196,1,Normal
TX001942,AC00360,1,Normal
TX001943,AC00499,1,Normal
TX001944,AC00213,1,Normal
TX001945,AC00165,1,Normal
TX001946,AC00299,1,Normal
TX001947,AC00119,1,Normal
TX001948,AC00409,1,Normal
TX001949,AC00100,1,Normal
TX001950,AC00244,1,Normal
TX001951,AC00382,1,Normal
TX001952,AC00389,1,Normal
TX001953,AC00350,1,Normal
TX001954,AC00275,1,Normal
TX001955,AC00231,1,Normal
TX001956,AC00449,1,Normal
TX001957,AC00248,1,Normal
TX001958,AC00301,1,Normal
TX001959,AC00023,1,Normal
TX001960,AC00272,1,Normal
TX001961,AC00377,1,Normal
TX001962,AC00276,1,Normal
TX001963,AC00427,1,Normal
TX001964,AC00220,1,Normal
TX001965,AC00370,1,Normal
TX001966,AC00187,1,Normal
TX001967,AC00293,1,Normal
TX001968,AC00203,1,Normal
TX001969,AC00016,1,Normal
TX001970,AC00189,1,Normal
TX001971,AC00005,1,Normal
TX001972,AC00190,1,Normal
TX001973,AC00480,1,Normal
TX001974,AC00407,1,Normal
TX001975,AC00195,1,Normal
TX001976,AC00260,1,Normal
TX001977,AC00006,1,Normal
TX001978,AC00294,1,Normal
TX001979,AC00327,1,Normal
TX001980,AC00013,1,Normal
TX001981,AC00386,1,Normal
TX001982,AC00256,1,Normal
TX001983,AC00439,1,Normal
TX001984,AC00088,1,Normal
TX001985,AC00303,1,Normal
TX001986,AC00245,1,Normal
TX001987,AC00188,1,Normal
TX001988,AC00225,1,Normal
TX001989,AC00278,1,Normal
TX001990,AC00311,1,Normal
TX001991,AC00206,1,Normal
TX001992,AC00329,1,Normal
TX001993,AC00338,1,Normal
TX001994,AC00409,1,Normal
TX001995,AC00114,1,Normal
TX001996,AC00460,1,Normal
TX001997,AC00373,1,Normal
TX001998,AC00021,1,Normal
TX001999,AC00235,1,Normal
TX002000,AC00261,1,Normal
TX002001,AC00456,1,Normal
TX002002,AC00332,1,Normal
TX002003,AC00245,1,Normal
TX002004,AC00388,1,Normal
TX002005,AC00008,1,Normal
TX002006,AC00066,1,Normal
TX002007,AC00227,1,Normal
TX002008,AC00352,1,Normal
TX002009,AC00481,1,Normal
TX002010,AC00341,1,Normal
TX002011,AC00065,1,Normal
TX002012,AC00248,1,Normal
TX002013,AC00177,1,Normal
TX002014,AC00139,1,Normal
TX002015,AC00252,1,Normal
TX002016,AC00286,1,Normal
TX002017,AC00001,1,Normal
TX002018,AC00453,1,Normal
TX002019,AC00291,1,Normal
TX002020,AC00113,1,Normal
TX002021,AC00390,1,Normal
TX002022,AC00345,1,Normal
TX002023,AC00011,1,Normal
TX002024,AC00106,1,Normal
TX002025,AC00087,1,Normal
TX002026,AC00441,1,Normal
TX002027,AC00069,1,Normal
TX002028,AC00020,1,Normal
TX002029,AC00172,1,Normal
TX002030,AC00237,1,Normal
TX002031,AC00186,1,Normal
TX002032,AC00165,1,Normal
TX002033,AC00438,1,Normal
TX002034,AC00435,1,Normal
TX002035,AC00472,1,Normal
TX002036,AC00446,1,Normal
TX002037,AC00427,1,Normal
TX002038,AC00230,1,Normal
TX002039,AC00172,1,Normal
TX002040,AC00103,1,Normal
TX002041,AC00467,1,Normal
TX002042,AC00094,1,Normal
TX002043,AC00231,1,Normal
TX002044,AC00032,1,Normal
TX002045,AC00241,1,Normal
TX002046,AC00263,1,Normal
TX002047,AC00012,1,Normal
TX002048,AC00009,1,Normal
TX002049,AC00041,1,Normal
TX002050,AC00317,1,Normal
TX002051,AC00475,1,Normal
TX002052,AC00181,1,Normal
TX002053,AC00120,1,Normal
TX002054,AC00331,-1,Potential Fraud
TX002055,AC00500,1,Normal
TX002056,AC00292,1,Normal
TX002057,AC00436,1,Normal
TX002058,AC00476,1,Normal
TX002059,AC00391,1,Normal
TX002060,AC00267,1,Normal
TX002061,AC00034,1,Normal
TX002062,AC00425,1,Normal
TX002063,AC00048,1,Normal
TX002064,AC00110,1,Normal
TX002065,AC00427,1,Normal
TX002066,AC00483,1,Normal
TX002067,AC00310,1,Normal
TX002068,AC00179,1,Normal
TX002069,AC00363,1,Normal
TX002070,AC00080,1,Normal
TX002071,AC00158,1,Normal
TX002072,AC00033,1,Normal
TX002073,AC00492,1,Normal
TX002074,AC00228,1,Normal
TX002075,AC00058,1,Normal
TX002076,AC00427,1,Normal
TX002077,AC00236,1,Normal
TX002078,AC00144,1,Normal
TX002079,AC00256,1,Normal
TX002080,AC00054,1,Normal
TX002081,AC00492,1,Normal
TX002082,AC00498,1,Normal
TX002083,AC00005,1,Normal
TX002084,AC00204,1,Normal
TX002085,AC00428,1,Normal
TX002086,AC00019,1,Normal
TX002087,AC00029,1,Normal
TX002088,AC00449,1,Normal
TX002089,AC00213,1,Normal
TX002090,AC00076,1,Normal
TX002091,AC00442,1,Normal
TX002092,AC00228,1,Normal
TX002093,AC00081,1,Normal
TX002094,AC00072,1,Normal
TX002095,AC00261,1,Normal
TX002096,AC00082,1,Normal
TX002097,AC00334,1,Normal
TX002098,AC00251,1,Normal
TX002099,AC00481,1,Normal
TX002100,AC00239,1,Normal
TX002101,AC00394,1,Normal
TX002102,AC00374,1,Normal
TX002103,AC00054,1,Normal
TX002104,AC00281,1,Normal
TX002105,AC00140,1,Normal
TX002106,AC00058,1,Normal
TX002107,AC00066,1,Normal
TX002108,AC00190,1,Normal
TX002109,AC00452,1,Normal
TX002110,AC00099,1,Normal
TX002111,AC00126,1,Normal
TX002112,AC00021,1,Normal
TX002113,AC00353,1,Normal
TX002114,AC00482,1,Normal
TX002115,AC00427,1,Normal
TX002116,AC00430,1,Normal
TX002117,AC00043,1,Normal
TX002118,AC00186,1,Normal
TX002119,AC00248,1,Normal
TX002120,AC00069,1,Normal
TX002121,AC00002,1,Normal
TX002122,AC00090,1,Normal
TX002123,AC00210,1,Normal
TX002124,AC00014,1,Normal
TX002125,AC00039,-1,Potential Fraud
TX002126,AC00021,1,Normal
TX002127,AC00242,1,Normal
TX002128,AC00413,1,Normal
TX002129,AC00082,1,Normal
TX002130,AC00304,1,Normal
TX002131,AC00098,1,Normal
TX002132,AC00372,1,Normal
TX002133,AC00274,1,Normal
TX002134,AC00080,1,Normal
TX002135,AC00064,1,Normal
TX002136,AC00241,1,Normal
TX002137,AC00055,1,Normal
TX002138,AC00215,1,Normal
TX002139,AC00037,1,Normal
TX002140,AC00325,1,Normal
TX002141,AC00394,1,Normal
TX002142,AC00164,1,Normal
TX002143,AC00096,1,Normal
TX002144,AC00402,1,Normal
TX002145,AC00077,1,Normal
TX002146,AC00116,1,Normal
TX002147,AC00145,1,Normal
TX002148,AC00457,1,Normal
TX002149,AC00021,1,Normal
TX002150,AC00110,1,Normal
TX002151,AC00284,1,Normal
TX002152,AC00012,1,Normal
TX002153,AC00065,1,Normal
TX002154,AC00439,1,Normal
TX002155,AC00157,1,Normal
TX002156,AC00013,1,Normal
TX002157,AC00355,1,Normal
TX002158,AC00155,1,Normal
TX002159,AC00105,1,Normal
TX002160,AC00216,1,Normal
TX002161,AC00297,1,Normal
TX002162,AC00139,1,Normal
TX002163,AC00205,1,Normal
TX002164,AC00148,1,Normal
TX002165,AC00064,1,Normal
TX002166,AC00344,1,Normal
TX002167,AC00448,1,Normal
TX002168,AC00446,1,Normal
TX002169,AC00460,1,Normal
TX002170,AC00020,1,Normal
TX002171,AC00202,1,Normal
TX002172,AC00458,1,Normal
TX002173,AC00139,1,Normal
TX002174,AC00210,1,Normal
TX002175,AC00399,1,Normal
TX002176,AC00267,1,Normal
TX002177,AC00414,1,Normal
TX002178,AC00272,1,Normal
TX002179,AC00220,1,Normal
TX002180,AC00276,1,Normal
TX002181,AC00084,1,Normal
TX002182,AC00189,1,Normal
TX002183,AC00209,1,Normal
TX002184,AC00324,1,Normal
TX002185,AC00159,1,Normal
TX002186,AC00497,1,Normal
TX002187,AC00257,1,Normal
TX002188,AC00353,1,Normal
TX002189,AC00115,1,Normal
TX002190,AC00478,1,Normal
TX002191,AC00497,1,Normal
TX002192,AC00131,1,Normal
TX002193,AC00059,1,Normal
TX002194,AC00101,1,Normal
TX002195,AC00418,1,Normal
TX002196,AC00384,1,Normal
TX002197,AC00496,1,Normal
TX002198,AC00145,1,Normal
TX002199,AC00131,1,Normal
TX002200,AC00224,1,Normal
TX002201,AC00219,1,Normal
TX002202,AC00385,1,Normal
TX002203,AC00133,1,Normal
TX002204,AC00056,1,Normal
TX002205,AC00358,1,Normal
TX002206,AC00419,1,Normal
TX002207,AC00464,1,Normal
TX002208,AC00430,1,Normal
TX002209,AC00071,1,Normal
TX002210,AC00404,1,Normal
TX002211,AC00349,1,Normal
TX002212,AC00235,1,Normal
TX002213,AC00228,1,Normal
TX002214,AC00024,1,Normal
TX002215,AC00330,1,Normal
TX002216,AC00290,1,Normal
TX002217,AC00042,1,Normal
TX002218,AC00203,1,Normal
TX002219,AC00248,1,Normal
TX002220,AC00140,1,Normal
TX002221,AC00095,1,Normal
TX002222,AC00225,1,Normal
TX002223,AC00445,1,Normal
TX002224,AC00385,1,Normal
TX002225,AC00143,1,Normal
TX002226,AC00448,1,Normal
TX002227,AC00273,1,Normal
TX002228,AC00291,1,Normal
TX002229,AC00337,1,Normal
TX002230,AC00332,1,Normal
TX002231,AC00040,1,Normal
TX002232,AC00089,1,Normal
TX002233,AC00231,1,Normal
TX002234,AC00277,1,Normal
TX002235,AC00465,1,Normal
TX002236,AC00205,1,Normal
TX002237,AC00036,1,Normal
TX002238,AC00227,1,Normal
TX002239,AC00251,1,Normal
TX002240,AC00298,1,Normal
TX002241,AC00315,1,Normal
TX002242,AC00292,1,Normal
TX002243,AC00252,1,Normal
TX002244,AC00400,1,Normal
TX002245,AC00384,1,Normal
TX002246,AC00329,1,Normal
TX002247,AC00033,1,Normal
TX002248,AC00003,1,Normal
TX002249,AC00429,1,Normal
TX002250,AC00488,1,Normal
TX002251,AC00325,1,Normal
TX002252,AC00359,1,Normal
TX002253,AC00478,1,Normal
TX002254,AC00236,1,Normal
TX002255,AC00085,1,Normal
TX002256,AC00349,1,Normal
TX002257,AC00314,1,Normal
TX002258,AC00056,1,Normal
TX002259,AC00399,1,Normal
TX002260,AC00324,1,Normal
TX002261,AC00095,1,Normal
TX002262,AC00086,1,Normal
TX002263,AC00279,1,Normal
TX002264,AC00431,1,Normal
TX002265,AC00369,1,Normal
TX002266,AC00089,1,Normal
TX002267,AC00035,1,Normal
TX002268,AC00416,1,Normal
TX002269,AC00056,1,Normal
TX002270,AC00197,1,Normal
TX002271,AC00396,1,Normal
TX002272,AC00295,-1,Potential Fraud
TX002273,AC00268,1,Normal
TX002274,AC00357,1,Normal
TX002275,AC00490,1,Normal
TX002276,AC00367,1,Normal
TX002277,AC00093,1,Normal
TX002278,AC00177,1,Normal
TX002279,AC00118,1,Normal
TX002280,AC00183,1,Normal
TX002281,AC00137,1,Normal
TX002282,AC00225,1,Normal
TX002283,AC00191,1,Normal
TX002284,AC00373,1,Normal
TX002285,AC00167,1,Normal
TX002286,AC00149,1,Normal
TX002287,AC00453,1,Normal
TX002288,AC00253,1,Normal
TX002289,AC00149,1,Normal
TX002290,AC00359,1,Normal
TX002291,AC00050,1,Normal
TX002292,AC00054,1,Normal
TX002293,AC00388,1,Normal
TX002294,AC00322,1,Normal
TX002295,AC00140,1,Normal
TX002296,AC00138,1,Normal
TX002297,AC00408,1,Normal
TX002298,AC00219,1,Normal
TX002299,AC00339,1,Normal
TX002300,AC00446,1,Normal
TX002301,AC00038,1,Normal
TX002302,AC00387,1,Normal
TX002303,AC00126,1,Normal
TX002304,AC00155,1,Normal
TX002305,AC00494,1,Normal
TX002306,AC00202,1,Normal
TX002307,AC00489,1,Normal
TX002308,AC00378,1,Normal
TX002309,AC00255,1,Normal
TX002310,AC00331,1,Normal
TX002311,AC00243,1,Normal
TX002312,AC00066,1,Normal
TX002313,AC00166,1,Normal
TX002314,AC00288,1,Normal
TX002315,AC00005,1,Normal
TX002316,AC00191,1,Normal
TX002317,AC00443,1,Normal
TX002318,AC00096,1,Normal
TX002319,AC00225,1,Normal
TX002320,AC00042,1,Normal
TX002321,AC00460,1,Normal
TX002322,AC00378,1,Normal
TX002323,AC00322,1,Normal
TX002324,AC00328,1,Normal
TX002325,AC00337,1,Normal
TX002326,AC00003,1,Normal
TX002327,AC00146,1,Normal
TX002328,AC00004,1,Normal
TX002329,AC00386,1,Normal
TX002330,AC00187,1,Normal
TX002331,AC00415,-1,Potential Fraud
TX002332,AC00315,1,Normal
TX002333,AC00297,1,Normal
TX002334,AC00304,1,Normal
TX002335,AC00016,1,Normal
TX002336,AC00048,1,Normal
TX002337,AC00485,1,Normal
TX002338,AC00064,1,Normal
TX002339,AC00081,1,Normal
TX002340,AC00228,1,Normal
TX002341,AC00204,1,Normal
TX002342,AC00144,1,Normal
TX002343,AC00420,1,Normal
TX002344,AC00448,1,Normal
TX002345,AC00363,1,Normal
TX002346,AC00396,1,Normal
TX002347,AC00456,1,Normal
TX002348,AC00363,1,Normal
TX002349,AC00326,1,Normal
TX002350,AC00500,1,Normal
TX002351,AC00076,1,Normal
TX002352,AC00063,1,Normal
TX002353,AC00376,1,Normal
TX002354,AC00392,1,Normal
TX002355,AC00282,1,Normal
TX002356,AC00238,1,Normal
TX002357,AC00130,1,Normal
TX002358,AC00194,-1,Potential Fraud
TX002359,AC00132,1,Normal
TX002360,AC00071,1,Normal
TX002361,AC00457,1,Normal
TX002362,AC00153,1,Normal
TX002363,AC00003,1,Normal
TX002364,AC00327,1,Normal
TX002365,AC00362,1,Normal
TX002366,AC00195,1,Normal
TX002367,AC00010,1,Normal
TX002368,AC00032,1,Normal
TX002369,AC00202,1,Normal
TX002370,AC00262,1,Normal
TX002371,AC00158,1,Normal
TX002372,AC00465,1,Normal
TX002373,AC00260,1,Normal
TX002374,AC00130,1,Normal
TX002375,AC00500,1,Normal
TX002376,AC00384,1,Normal
TX002377,AC00027,1,Normal
TX002378,AC00176,1,Normal
TX002379,AC00150,1,Normal
TX002380,AC00443,1,Normal
TX002381,AC00098,1,Normal
TX002382,AC00452,1,Normal
TX002383,AC00119,1,Normal
TX002384,AC00342,1,Normal
TX002385,AC00190,1,Normal
TX002386,AC00075,1,Normal
TX002387,AC00450,1,Normal
TX002388,AC00300,1,Normal
TX002389,AC00183,1,Normal
TX002390,AC00079,1,Normal
TX002391,AC00004,1,Normal
TX002392,AC00063,1,Normal
TX002393,AC00345,1,Normal
TX002394,AC00177,1,Normal
TX002395,AC00165,1,Normal
TX002396,AC00097,1,Normal
TX002397,AC00241,1,Normal
TX002398,AC00308,1,Normal
TX002399,AC00308,1,Normal
TX002400,AC00088,1,Normal
TX002401,AC00370,1,Normal
TX002402,AC00073,1,Normal
TX002403,AC00452,1,Normal
TX002404,AC00111,1,Normal
TX002405,AC00150,1,Normal
TX002406,AC00103,1,Normal
TX002407,AC00176,1,Normal
TX002408,AC00194,1,Normal
TX002409,AC00225,1,Normal
TX002410,AC00267,1,Normal
TX002411,AC00129,1,Normal
TX002412,AC00362,1,Normal
TX002413,AC00155,1,Normal
TX002414,AC00019,1,Normal
TX002415,AC00028,1,Normal
TX002416,AC00459,1,Normal
TX002417,AC00069,1,Normal
TX002418,AC00046,1,Normal
TX002419,AC00067,1,Normal
TX002420,AC00257,1,Normal
TX002421,AC00215,1,Normal
TX002422,AC00152,1,Normal
TX002423,AC00306,1,Normal
TX002424,AC00340,1,Normal
TX002425,AC00116,1,Normal
TX002426,AC00306,1,Normal
TX002427,AC00032,1,Normal
TX002428,AC00374,1,Normal
TX002429,AC00303,1,Normal
TX002430,AC00464,1,Normal
TX002431,AC00245,1,Normal
TX002432,AC00373,1,Normal
TX002433,AC00386,1,Normal
TX002434,AC00078,1,Normal
TX002435,AC00424,1,Normal
TX002436,AC00033,1,Normal
TX002437,AC00046,1,Normal
TX002438,AC00298,1,Normal
TX002439,AC00432,1,Normal
TX002440,AC00439,1,Normal
TX002441,AC00407,1,Normal
TX002442,AC00004,1,Normal
TX002443,AC00079,1,Normal
TX002444,AC00356,1,Normal
TX002445,AC00269,1,Normal
TX002446,AC00439,1,Normal
TX002447,AC00014,1,Normal
TX002448,AC00140,1,Normal
TX002449,AC00460,1,Normal
TX002450,AC00494,1,Normal
TX002451,AC00325,1,Normal
TX002452,AC00150,1,Normal
TX002453,AC00242,1,Normal
TX002454,AC00222,1,Normal
TX002455,AC00170,1,Normal
TX002456,AC00043,1,Normal
TX002457,AC00487,1,Normal
TX002458,AC00315,1,Normal
TX002459,AC00312,1,Normal
TX002460,AC00483,1,Normal
TX002461,AC00430,1,Normal
TX002462,AC00320,1,Normal
TX002463,AC00464,1,Normal
TX002464,AC00436,1,Normal
TX002465,AC00279,1,Normal
TX002466,AC00436,1,Normal
TX002467,AC00251,1,Normal
TX002468,AC00412,1,Normal
TX002469,AC00284,1,Normal
TX002470,AC00054,1,Normal
TX002471,AC00128,1,Normal
TX002472,AC00236,1,Normal
TX002473,AC00275,1,Normal
TX002474,AC00122,1,Normal
TX002475,AC00302,1,Normal
TX002476,AC00058,1,Normal
TX002477,AC00058,1,Normal
TX002478,AC00042,1,Normal
TX002479,AC00276,1,Normal
TX002480,AC00275,1,Normal
TX002481,AC00070,1,Normal
TX002482,AC00317,1,Normal
TX002483,AC00347,1,Normal
TX002484,AC00179,1,Normal
TX002485,AC00172,1,Normal
TX002486,AC00051,1,Normal
TX002487,AC00202,1,Normal
TX002488,AC00125,1,Normal
TX002489,AC00311,1,Normal
TX002490,AC00116,1,Normal
TX002491,AC00265,1,Normal
TX002492,AC00493,1,Normal
TX002493,AC00057,1,Normal
TX002494,AC00279,1,Normal
TX002495,AC00322,1,Normal
TX002496,AC00182,1,Normal
TX002497,AC00432,1,Normal
TX002498,AC00030,1,Normal
TX002499,AC00407,1,Normal
TX002500,AC00089,1,Normal
TX002501,AC00375,1,Normal
TX002502,AC00216,1,Normal
TX002503,AC00069,1,Normal
TX002504,AC00427,1,Normal
TX002505,AC00047,1,Normal
TX002506,AC00377,1,Normal
TX002507,AC00258,1,Normal
TX002508,AC00297,1,Normal
TX002509,AC00322,1,Normal
TX002510,AC00095,1,Normal
TX002511,AC00118,1,Normal
TX002512,AC00009,1,Normal
TX002513,AC00397,1,Normal
TX002514,AC00213,1,Normal
TX002515,AC00306,1,Normal
TX002516,AC00196,1,Normal
TX002517,AC00403,1,Normal
TX002518,AC00020,1,Normal
TX002519,AC00063,1,Normal
TX002520,AC00244,1,Normal
TX002521,AC00087,1,Normal
TX002522,AC00218,1,Normal
TX002523,AC00241,1,Normal
TX002524,AC00382,1,Normal
TX002525,AC00050,1,Normal
TX002526,AC00235,1,Normal
TX002527,AC00063,1,Normal
TX002528,AC00468,1,Normal
TX002529,AC00078,1,Normal
TX002530,AC00097,1,Normal
TX002531,AC00225,1,Normal
TX002532,AC00337,1,Normal
TX002533,AC00107,1,Normal
TX002534,AC00499,1,Normal
TX002535,AC00014,1,Normal
TX002536,AC00038,1,Normal
TX002537,AC00257,1,Normal
TX002538,AC00219,1,Normal
TX002539,AC00200,1,Normal
TX002540,AC00009,1,Normal
TX002541,AC00316,1,Normal
TX002542,AC00025,1,Normal
TX002543,AC00113,1,Normal
TX002544,AC00216,1,Normal
TX002545,AC00185,1,Normal
TX002546,AC00260,1,Normal
TX002547,AC00459,1,Normal
TX002548,AC00056,1,Normal
TX002549,AC00363,1,Normal
TX002550,AC00330,1,Normal
TX002551,AC00275,1,Normal
TX002552,AC00033,1,Normal
TX002553,AC00184,1,Normal
TX002554,AC00327,1,Normal
TX002555,AC00425,1,Normal
TX002556,AC00215,1,Normal
TX002557,AC00094,1,Normal
TX002558,AC00089,1,Normal
TX002559,AC00325,1,Normal
TX002560,AC00120,1,Normal
TX002561,AC00393,1,Normal
TX002562,AC00092,1,Normal
TX002563,AC00365,1,Normal
TX002564,AC00236,1,Normal
TX002565,AC00449,1,Normal
TX002566,AC00254,1,Normal
TX002567,AC00083,1,Normal
TX002568,AC00262,1,Normal
TX002569,AC00496,1,Normal
TX002570,AC00111,1,Normal
TX002571,AC00494,1,Normal
TX002572,AC00028,1,Normal
TX002573,AC00227,1,Normal
TX002574,AC00010,1,Normal
TX002575,AC00256,1,Normal
TX002576,AC00039,1,Normal
TX002577,AC00096,1,Normal
TX002578,AC00365,1,Normal
TX002579,AC00307,1,Normal
TX002580,AC00221,1,Normal
TX002581,AC00174,1,Normal
TX002582,AC00448,1,Normal
TX002583,AC00439,1,Normal
TX002584,AC00366,1,Normal
TX002585,AC00345,1,Normal
TX002586,AC00339,1,Normal
TX002587,AC00369,1,Normal
TX002588,AC00420,1,Normal
TX002589,AC00205,1,Normal
TX002590,AC00488,1,Normal
TX002591,AC00213,1,Normal
TX002592,AC00016,1,Normal
TX002593,AC00048,1,Normal
TX002594,AC00434,1,Normal
TX002595,AC00363,1,Normal
TX002596,AC00012,1,Normal
TX002597,AC00020,1,Normal
TX002598,AC00178,1,Normal
TX002599,AC00459,1,Normal
TX002600,AC00298,1,Normal
TX002601,AC00116,1,Normal
TX002602,AC00356,1,Normal
TX002603,AC00365,1,Normal
TX002604,AC00485,1,Normal
TX002605,AC00410,1,Normal
TX002606,AC00146,1,Normal
TX002607,AC00118,1,Normal
TX002608,AC00213,1,Normal
TX002609,AC00209,1,Normal
TX002610,AC00113,1,Normal
TX002611,AC00017,1,Normal
TX002612,AC00013,1,Normal
TX002613,AC00103,1,Normal
TX002614,AC00170,1,Normal
TX002615,AC00265,1,Normal
TX002616,AC00272,1,Normal
TX002617,AC00145,1,Normal
TX002618,AC00499,1,Normal
TX002619,AC00131,1,Normal
TX002620,AC00158,1,Normal
TX002621,AC00397,1,Normal
TX002622,AC00002,1,Normal
TX002623,AC00103,1,Normal
TX002624,AC00293,1,Normal
TX002625,AC00182,1,Normal
TX002626,AC00131,1,Normal
TX002627,AC00181,1,Normal
TX002628,AC00291,1,Normal
TX002629,AC00253,1,Normal
TX002630,AC00060,1,Normal
TX002631,AC00086,1,Normal
TX002632,AC00223,1,Normal
TX002633,AC00337,1,Normal
TX002634,AC00010,1,Normal
TX002635,AC00065,1,Normal
TX002636,AC00050,1,Normal
TX002637,AC00118,1,Normal
TX002638,AC00322,1,Normal
TX002639,AC00093,1,Normal
TX002640,AC00487,1,Normal
TX002641,AC00366,1,Normal
TX002642,AC00193,1,Normal
TX002643,AC00004,1,Normal
TX002644,AC00105,1,Normal
TX002645,AC00161,1,Normal
TX002646,AC00228,1,Normal
TX002647,AC00154,1,Normal
TX002648,AC00089,1,Normal
TX002649,AC00256,1,Normal
TX002650,AC00097,1,Normal
TX002651,AC00063,1,Normal
TX002652,AC00091,1,Normal
TX002653,AC00172,1,Normal
TX002654,AC00130,1,Normal
TX002655,AC00227,1,Normal
TX002656,AC00144,1,Normal
TX002657,AC00315,1,Normal
TX002658,AC00091,1,Normal
TX002659,AC00304,1,Normal
TX002660,AC00267,1,Normal
TX002661,AC00409,1,Normal
TX002662,AC00462,1,Normal
TX002663,AC00042,1,Normal
TX002664,AC00346,1,Normal
TX002665,AC00447,1,Normal
TX002666,AC00310,1,Normal
TX002667,AC00027,1,Normal
TX002668,AC00242,1,Normal
TX002669,AC00131,1,Normal
TX002670,AC00235,1,Normal
TX002671,AC00380,1,Normal
TX002672,AC00178,1,Normal
TX002673,AC00032,1,Normal
TX002674,AC00086,1,Normal
TX002675,AC00246,1,Normal
TX002676,AC00116,1,Normal
TX002677,AC00223,1,Normal
TX002678,AC00275,1,Normal
TX002679,AC00126,1,Normal
TX002680,AC00277,1,Normal
TX002681,AC00297,1,Normal
TX002682,AC00455,1,Normal
TX002683,AC00262,1,Normal
TX002684,AC00416,1,Normal
TX002685,AC00035,1,Normal
TX002686,AC00302,1,Normal
TX002687,AC00010,1,Normal
TX002688,AC00386,1,Normal
TX002689,AC00090,1,Normal
TX002690,AC00353,1,Normal
TX002691,AC00345,1,Normal
TX002692,AC00366,1,Normal
TX002693,AC00175,1,Normal
TX002694,AC00108,1,Normal
TX002695,AC00090,1,Normal
TX002696,AC00140,1,Normal
TX002697,AC00078,1,Normal
TX002698,AC00499,1,Normal
TX002699,AC00311,1,Normal
TX002700,AC00145,1,Normal
TX002701,AC00293,1,Normal
TX002702,AC00495,1,Normal
TX002703,AC00004,1,Normal
TX002704,AC00107,1,Normal
TX002705,AC00239,1,Normal
TX002706,AC00131,1,Normal
TX002707,AC00413,1,Normal
TX002708,AC00052,1,Normal
TX002709,AC00099,1,Normal
TX002710,AC00009,1,Normal
TX002711,AC00274,1,Normal
TX002712,AC00182,1,Normal
TX002713,AC00449,1,Normal
